profile_id,in_degree,in_strength,mean_rating,authority_score,popularity_rank_pct,prestige_rank_pct,prestige_gap
32630,223,886.0,3.9730941704035874,6.504901859815604e-06,0.8700116119247358,0.2150990568273378,-0.654912555097398
28002,403,747.0,1.8535980148883375,5.231508068171595e-06,0.8495011611924735,0.19521067349163468,-0.6542904877008389
49383,169,989.0,5.85207100591716,7.77086661458787e-06,0.8824381487274279,0.23228589032655575,-0.6501522584008721
60953,118,1053.0,8.923728813559322,9.139505125569561e-06,0.8890676098393289,0.24725105455234844,-0.6418165552869805
39027,130,646.0,4.969230769230769,5.0277488426822885e-06,0.8299919427461017,0.19159675814019622,-0.6383951846059055
34532,738,1476.0,2.0,1.368365077851547e-05,0.9207367647755818,0.28440328925541497,-0.6363334755201668
61333,108,970.0,8.981481481481481,9.048209625001263e-06,0.8803853263187829,0.24642163135693634,-0.6339636949618466
17838,460,928.0,2.017391304347826,8.662920384467587e-06,0.8753702782122376,0.24217972415754302,-0.6331905540546945
21394,148,1480.0,10.0,1.439456618074981e-05,0.9209885539599033,0.28904805914972276,-0.6319404948101806
21417,408,1635.0,4.007352941176471,1.5597143401549617e-05,0.9288266031565477,0.29720602872174035,-0.6316205744348073
56522,104,675.0,6.490384615384615,5.861240836287522e-06,0.8359371297217878,0.20530593867007915,-0.6306311910517086
68289,118,768.0,6.508474576271187,7.4847926215073026e-06,0.8532513389260155,0.2284527702734727,-0.6247985686525428
11547,541,578.0,1.0683918669131238,4.959893702776538e-06,0.8145261623773639,0.19031115218730746,-0.6242150101900564
45289,171,1494.0,8.736842105263158,1.5872825882303934e-05,0.9217528081899616,0.29861012370254514,-0.6231426844874165
67796,205,1236.0,6.029268292682927,1.3366743115671215e-05,0.9049066306460022,0.2823593535238637,-0.6225472771221385
49456,61,610.0,10.0,5.590748915022227e-06,0.8220561401014266,0.20116474714441443,-0.6208913929570121
63054,152,784.0,5.157894736842105,8.070195229742897e-06,0.8556803639982937,0.2357339210389118,-0.619946442959382
5488,333,1305.0,3.918918918918919,1.4536738425095443e-05,0.9098061519503294,0.28987748234513483,-0.6199286696051947
23913,280,1620.0,5.785714285714286,1.7758602556699626e-05,0.9280238399924167,0.30885942461728044,-0.6191644153751362
97812,86,860.0,10.0,9.195959479998597e-06,0.866468789990047,0.2477546329209915,-0.6187141570690554
51264,197,1492.0,7.573604060913706,1.6723503057684426e-05,0.9216402436134414,0.3035570406180388,-0.6180832029954026
79032,139,1015.0,7.302158273381295,1.1324499323479657e-05,0.8851870941750793,0.26725200246457176,-0.6179350917105075
12070,485,3533.0,7.284536082474227,2.837263859230905e-05,0.9708457746812645,0.35319801886345326,-0.6176477558178113
5471,281,2001.0,7.120996441281139,2.1281564525329842e-05,0.9433740935589364,0.3257678089008958,-0.6176062846580406
5484,301,2911.0,9.67109634551495,2.6618746075315163e-05,0.9629336698421727,0.3472794919190483,-0.6156541779231244
