rater_id,out_degree,out_strength,mean_rating_given,hub_score,activity_rank_pct,hub_rank_pct,hub_gap
56793,21599,141862.0,6.56798925876198,0.074923835405822,1.0,1.0,0.0
61437,18810,119253.0,6.339872408293461,0.058420075409813504,0.9999926122931442,0.9999704491725768,-2.2163120567353367e-05
90281,25042,117477.0,4.691198786039454,0.06008564004206369,0.9999852245862885,0.9999852245862885,0.0
72352,18443,112227.0,6.0850729273979285,0.07004317073849503,0.9999778368794326,0.9999926122931442,1.4775413711531904e-05
85633,15419,108399.0,7.030222452817952,0.05771929340051859,0.9999704491725768,0.999963061465721,-7.387706855821463e-06
78821,13769,104351.0,7.578691262982061,0.055942263276654566,0.999963061465721,0.9999482860520095,-1.4775413711531904e-05
131977,17560,103717.0,5.906435079726651,0.043211132972880324,0.9999556737588653,0.99985963356974,-9.604018912534595e-05
58766,18197,96895.0,5.324778809693906,0.04286420011520555,0.9999482860520095,0.9998522458628841,-9.604018912534595e-05
33640,19908,96111.0,4.827757685352622,0.05390678883624889,0.9999408983451537,0.9999261229314421,-1.4775413711531904e-05
127228,18342,94366.0,5.144804274343038,0.055972087626590616,0.9999335106382978,0.9999556737588653,2.216312056746439e-05
108319,17755,93736.0,5.279414249507181,0.013707161385846859,0.9999261229314421,0.9953161938534278,-0.004609929078014274
121115,14187,91260.0,6.432649608796786,0.04415417053402756,0.9999187352245863,0.9998891843971631,-2.955082742317483e-05
51413,11008,88509.0,8.040425145348838,0.05962096492121743,0.9999113475177305,0.9999778368794326,6.648936170217112e-05
89034,16427,84613.0,5.150849211663725,0.03481532039975914,0.9999039598108747,0.9995936761229315,-0.0003102836879431692
76083,18019,84375.0,4.682557300627116,0.03465759543427589,0.9998965721040189,0.9995862884160757,-0.0003102836879432802
84753,16667,84221.0,5.053158936821264,0.04026774671452633,0.9998891843971631,0.9998079196217494,-8.126477541370303e-05
77444,10783,83751.0,7.766947973662246,0.05426633614818741,0.9998817966903073,0.9999335106382978,5.17139479905282e-05
85373,13790,82748.0,6.000580130529369,0.038322142654945546,0.9998744089834516,0.9997488179669031,-0.00012559101654852078
67218,12560,80538.0,6.4122611464968156,0.054411824326799335,0.9998670212765958,0.9999408983451537,7.387706855788156e-05
89475,15278,79080.0,5.176070166252127,0.03493151815135914,0.99985963356974,0.999608451536643,-0.00025118203309693055
48370,13095,74554.0,5.6933180603283695,0.044813085173886755,0.9998522458628841,0.9998965721040189,4.4326241134817757e-05
27333,15872,68738.0,4.330771169354839,0.011381945950040929,0.9998448581560284,0.9935209810874704,-0.00632387706855797
22500,12707,68261.0,5.371920988431573,0.04260946528825903,0.9998374704491726,0.9998374704491726,0.0
74412,10354,67580.0,6.526946107784431,0.029337126547881426,0.9998300827423168,0.9992316784869977,-0.000598404255319096
24403,10577,65344.0,6.177933251394536,0.04363612580608627,0.999822695035461,0.9998670212765958,4.4326241134817757e-05
